smiles,jnk3_score
C[C@@H](C1CC1)N(C(=O)Nc1ccc(O[C@H]2CCOC2)cc1)C1CC1,0.02
CC(C)CCN(C(=O)N[C@H](C)c1cccc(-n2cccn2)c1)C1CC1,0.02
O=C(NC1CCN(C(=O)c2c[nH]c3ccccc23)CC1)C1CCCCC1,0.02
O=C([O-])c1ccc2c(=O)[nH]c(N3CC[NH2+]CC3)nc2c1,0.02
CC(C)CCN(C)C(=O)NCc1ccccc1CN1CCCC1=O,0.02
CN(C)c1cccc(C(=O)Nc2ccc(CC(=O)NC(C)(C)CO)cc2)c1,0.02
C[C@@H](Cl)c1nc2cc(Cl)c(Cl)cc2n1Cc1cccnc1,0.02
CC1=NO[C@@H](CNC(=O)c2ccccc2F)C1,0.02
CC[C@H](NC(=O)Nc1cc(C)on1)c1nc(-c2ccccc2)c[nH]1,0.02
COc1ccccc1C[C@@H](C)OC(=O)c1scnc1C1CC1,0.02
Cc1ccc(NC(=O)C(=O)NCCc2ccccc2F)c(C)c1,0.02
Nc1nc(NS(=O)(=O)c2ccccc2)nn1-c1nc(-c2ccccc2)cs1,0.02
Cc1ccccc1/N=C(\N)NC1=N[C@H](CC(=O)Nc2cccc(Cl)c2C)C([O-])=N1,0.02
N#Cc1c[nH]c2ccc(Cl)cc12,0.02
C[C@H]1Nc2ncnn2[C@H](c2ccccc2Cl)[C@@H]1C(=O)Nc1ccccc1,0.02
CCCC[NH+](C)CC1CCN(C(=O)c2scnc2C2CC2)CC1,0.02
COc1ccc(-n2cnn(CN(C)[C@@H](C)c3nc4ccccc4s3)c2=S)cc1,0.02
O=C(NCc1ccco1)c1ccc(-n2ccnc2)nc1,0.02
CCc1cccc(NS(=O)(=O)c2ccc3c(c2)NC(=O)[C@H](C)S3)c1,0.02
Cc1cccc(NC(=O)c2cccc(S(=O)(=O)N(C)c3ccccc3)c2)c1,0.02
COc1cc(C(=O)Nc2ccc(C#N)c(Cl)c2)ccc1OCC(=O)Nc1ccc(F)cc1,0.02
Cc1ccc2ncn(CC(=O)N(C)Cc3cccc(F)c3)c(=O)c2c1,0.02
Cc1ccc(NC(=O)c2sccc2NS(C)(=O)=O)cc1Cl,0.02
COc1ccc(OC)c(CNC(=O)[C@H]2CCCN(c3nccc(C)n3)C2)c1,0.02
Cc1ccccc1OCCn1c(=S)[nH]c2ccccc21,0.02
COc1ccc(C)cc1[C@@H](C)Nc1nc(C(C)C)ns1,0.02
C[C@@H](CC(=O)Nc1ccccc1SC(F)F)NC(=O)c1ccccc1,0.02
CC[C@H](NC(=O)N[C@@H]1CCCc2c1cnn2C)c1cccs1,0.02
CC(C)(C)c1ccc(C2(/C([O-])=N/c3ncn[nH]3)CC2)cc1,0.02
CCCC(=O)Nc1cccc(CNC(=O)N(C)[C@@H](C)C2CC2)c1,0.02
CCn1cc(/C([O-])=N/c2nnc(CC(C)C)s2)c(=O)c2cc(F)ccc21,0.02
Cc1ccc(NC(=O)[C@@H](CC(C)C)N2C(=O)[C@H]3CC=CC[C@H]3C2=O)c(Cl)c1,0.02
CC(C)CCN(CCC(C)C)C(=O)c1cnc[nH]1,0.02
COC(=O)C(C)(C)[C@@H]1CCC[NH+](Cc2nnc(C)n2C2CC2)C1,0.02
CCC[C@@H]([NH3+])c1ccn(CCOC(F)(F)F)c1,0.02
O=C(CN1C(=O)N=C2C=CC=C[C@@H]2C1=O)NCCc1c[nH]c2ccc(F)cc12,0.02
CC[C@@H](O)CCNC(=O)c1cncc(C(=O)OC)c1,0.02
CCCOc1ccccc1-c1cc(C[NH3+])n[nH]1,0.02
c1ccc(-c2cc(NCc3ccncc3)nc(-c3ccccn3)n2)cc1,0.02
CN(c1ccc2ccccc2c1)S(=O)(=O)c1ccc(C(=O)CCC(=O)[O-])cc1,0.02
COc1cc(Br)c(/C=C(/C#N)C(=O)Nc2ccc(C)cc2C)cc1OC,0.02
COc1cc(CC(=O)Nc2ccc(C)cc2OC)ccc1C,0.02
C[C@H]1OCC[C@H]1C(=O)Nc1ccsc1C(=O)[O-],0.02
C/C(=N/NC(=O)c1c(Cl)c(C)nn1C)c1cccc(NC(=O)C2CCCC2)c1,0.02
Cc1cc(OCC[NH2+][C@@H](C)[C@H]2CCCO2)ccc1C(C)C,0.02
CNC(=O)c1ccc(OS(=O)(=O)c2cc(F)ccc2C)cc1,0.02
N#Cc1c(Cl)cccc1N1CC[NH+]2CCCC[C@@H]2C1,0.02
C[C@@H]1[C@@H](C(=O)N2CCc3c([nH]c4ccccc34)[C@@H]2c2ccccn2)c2cc(O)ccc2N1C,0.02
CN(c1ncnc2sc3c(c12)CCNC3)[C@@H]1CC[NH+](C)C1,0.02
CN(Cc1ccccn1)C(=O)c1cc2ccc(OC(F)(F)F)cc2[nH]1,0.02
CCC[C@@H](NC(=O)c1nc(C)n(-c2ccc(Cl)cc2)n1)C(=O)OC,0.02
Cc1ccc(N2C(=O)/C(=C\NN3CC[NH+](C)CC3)C(=O)N=C2[O-])cc1C,0.02
CC1(C)CC(=O)C2=C(C1)O[C@@]1(O)C[C@@H]2[C@H]2CO[C@@H]1O2,0.02
COc1ccc([C@@H]([NH3+])[C@@]2(C)CCCO2)c(OC)c1,0.02
Cc1ccccc1[C@@H]1CCCN(C(=O)Cc2c(C)[nH]c(=O)[nH]c2=O)C1,0.02
O=C(NCc1ccc(-n2ccnc2)c(F)c1)[C@H](Sc1ccccc1)c1ccccc1,0.02
Cc1nn(-c2ccccc2)cc1CCCNC(=O)[C@@H]1CCO[C@@H]1C,0.02
CC[S@](=O)[C@H]1CCCC[C@@H]1NC(=O)C(=O)Nc1cccc(C(C)C)c1,0.02
CCC(=O)Oc1ccc2c(C)c(Cc3ccccc3)c(=O)oc2c1C,0.02
NC(=O)N1CCC(C(=O)NCCCn2cc[nH+]c2)CC1,0.02
Cc1ccc(S(=O)(=O)/N=C(\[O-])[C@@H](C)NC(=O)C2CCCCC2)c(F)c1,0.02
NC(=O)[C@@]1([NH2+]C2CC2)CCC[C@@H]1CCSc1ccccn1,0.02
C[NH+](C)[C@H]1CC[C@H](NC(=O)c2cccc(Oc3ccncc3)c2)C1,0.02
CC[C@@H](NC(=O)c1ccccc1OC1CCN(S(C)(=O)=O)CC1)c1ccc(F)cc1,0.02
Cn1c(=O)c2ccc([C@@H]3CCCCN3C(=O)CN3CCOCC3)nc2n(C)c1=O,0.02
CC[C@H](C)[NH+](CC)CCOc1ccc(C#N)cc1,0.02
CSc1nnc2c(n1)O[C@@H](c1ccc(C#N)cc1)N(C(C)=O)c1ccc(F)cc1-2,0.02
CCC(CC)[C@@H](O)CNc1cc(-n2cccn2)nc(N)n1,0.02
Cc1cc(C[NH2+]Cc2ccccc2F)ccc1F,0.02
CCCC(=O)Nc1cccc(CNC(=O)CN2CCc3[nH]ncc3C2)c1,0.02
N#CCNC(=O)C[NH+]1CCCN(S(=O)(=O)c2ccc(F)cc2)CC1,0.02
CNS(=O)(=O)c1ccc(CCC(=O)Nc2cccc(C)c2Cl)cc1,0.02
C=C(C)CSCC(=O)Nc1c(C)n[nH]c1C,0.02
Cn1c(=O)c2c(nc(N/N=C/c3ccccc3O)n2CCO)n(C)c1=O,0.02
COc1ccc(CCn2nc(C(=O)NC3CC3)c3c2CCN(C(=O)c2ccc(F)cc2Cl)C3)cc1,0.02
Cc1nc2ccccc2n1CCC[NH2+]Cc1c[nH]nc1-c1ccccc1,0.02
CC(C)CCN(C(=O)Nc1ccccc1CN1C[C@@H](C)O[C@H](C)C1)C1CC1,0.02
[NH3+][C@@H](Cc1cccc(F)c1F)[C@H]1CN2CCC[C@@H]2CO1,0.02
C[C@@H]1C[NH+](Cc2ccc(F)c3cccnc23)C[C@@H](C)S1,0.02
CNC(=O)c1ccc(Cl)c(NC(=O)N[C@@H](C)C(C)C)c1,0.02
O=C(c1ccc2ccccc2n1)N1CCC(Oc2nc3c(Cl)cccc3s2)CC1,0.02
Cc1ccc(C(N)=O)c(NC2CCC(n3cnnc3)CC2)n1,0.02
CC1CCC(CN(C)c2ncnc3[nH]cnc23)CC1,0.02
O=C([O-])C[C@@H]1CN([C@H]2CCO[C@]3(CCOC3)C2)CCO1,0.02
C#CCOc1ccccc1C[NH+]1CCC(NC(=O)c2cc(C)oc2C)CC1,0.02
Cc1nn(C(F)F)c(C)c1CC(=O)N[C@H](c1nc(C2CC2)no1)C(C)C,0.02
C=CCOc1ccc(C[NH+]2CCC(C(=O)NN)CC2)cc1OC,0.02
CN(C)C(=O)CNC(=O)N(CCC(F)(F)F)C1CCCCC1,0.02
CC(C)C(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(I)cc2)cc1,0.02
CCC[NH2+][C@H](Cc1nn(C)c2ccccc12)c1ncc[nH]1,0.02
C[C@@H](O)CCNC(=O)N[C@@H]1CC(=O)N(C2CC2)C1,0.02
C[C@H](COc1ccc(F)cc1)NC(=O)c1[nH]nc(C2CC2)c1Cl,0.02
Cc1cccn2nc(NC3(CO)CCCC3)nc12,0.02
COc1cccc(C(=O)Nc2ccc(F)cn2)c1F,0.02
CCN(Cc1cnc2ccc(C#N)cn12)C[C@@H]1CC[NH+](Cc2ccccc2)C1,0.02
CCC(CC)n1nccc1C(=O)N[C@H]1CC[C@@H]([NH+](C)C)C1,0.02
CCc1nc2n(n1)CCC[C@@H]2N[C@@H](C)c1nc(-c2cccs2)no1,0.02
C[C@H](CNC(=O)c1ccc(I)cc1)[NH+]1CCc2sccc2C1,0.02
Nc1nccnc1C(=O)Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1,0.02
COc1ccc(C[NH+]2CCC(C(=O)N3C[C@@H](C)O[C@@H](C)C3)CC2)cc1F,0.02
COc1ccc(OC)c(N2C(=O)CS[C@H]2c2ccccc2NC(=O)c2ccc(Cl)cc2)c1,0.02
O=C1CC[C@@H](C(=O)N[C@@H]2CCCC[C@@H]2Cc2ccccc2)N1,0.02
COc1ccc([C@@H]2CCCN2C(=O)CCCn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,0.02
C[C@H]1CCC[C@H](CC(=O)N2CCC[C@H](c3n[nH]c(=S)n3C)C2)C1,0.02
C[C@H](C[NH+](C)Cc1ccccc1)OC(=O)c1ccco1,0.02
C=CCNS(=O)(=O)c1cc(C(=O)Nc2cc(C)cc3cccnc23)ccc1F,0.02
O=C(NCc1ccsc1)C(=O)Nc1ccc(-c2nccs2)cc1,0.02
CCCn1nnc2cc(-c3cc([C@H]4CCOC4)c(C#N)c(N)n3)ccc21,0.02
N#Cc1ccsc1NC(=O)COC(=O)c1cnccn1,0.02
COc1ccc(OC)c([C@@H](C)Nc2nc3c(C)nn(C)c3c(=O)n2C)c1,0.02
Cn1cc(C(=O)NNC(=O)N[C@@H]2CC=CCC2)c2ccccc21,0.02
CCOC(=O)c1ccccc1NC(=O)Cn1ccn2nc(-c3ccc(C)cc3)cc2c1=O,0.02
COc1ccc(C(=O)NCc2cccnc2N2CCC[C@H](O)C2)c(OC)n1,0.02
Cn1ncc2c(NCC3([NH+](C)C)CCCCCC3)ncnc21,0.02
Fc1ccc(F)c(CNc2nc3c(Br)cccn3n2)c1,0.02
O=C(Nc1cccc(NC(=O)c2cccnc2Cl)c1)c1ccccc1,0.02
CC(C)Oc1ccc(F)cc1NCc1nnsc1Cl,0.02
Cc1[nH]c2ccc(C(=O)N(C)Cc3nc4ccccc4s3)cc2c1C,0.02
N#Cc1ccc2ncc(CN(CCc3cccc(F)c3)C3CC3)n2c1,0.02
Cc1cc(O)c(C[NH+]2C[C@@H](C)C[C@H](C)C2)c2c1C(=O)/C(=C\c1ccccc1)O2,0.02
CN(C)c1c(Cl)cccc1NS(=O)(=O)c1ccc(F)c(C(=O)[O-])c1,0.02
CCC[NH+]1CCCN(C(=O)NCCc2ccccc2[N+](=O)[O-])CC1,0.02
C[C@@H](SCC1=NC(=O)C2=C3CCCC[C@H]3SC2=N1)C(=O)NCc1nnc2ccccn12,0.02
COC(=O)c1coc(C[NH+]2CCC[C@@H]2c2nc3ccccc3n2C)n1,0.02
CC[NH+](CC)CCN(C(=O)c1cc(C)oc1C)c1nc2ccc(Cl)cc2s1,0.02
CCCc1nc(NCc2ccncc2)c2c(n1)c(C)nn2CC,0.02
CNC(=S)NC[C@@H](C1=c2ccccc2=[NH+]C1)[C@@H]1CC=CS1,0.02
Cc1c(-c2nc(-c3ccccc3Cl)no2)sc2ncn(CC(N)=O)c(=O)c12,0.02
Cc1ccc(Cn2c([O-])c(C(N)=O)c3snnc3c2=O)cc1,0.02
C[C@H]([NH2+][C@H]1CCOc2c(Cl)cccc21)c1ccc(S(N)(=O)=O)cc1,0.02
O=C1N=C(NCCCO)[NH+]=C2c3ccccc3CC3(CCCC3)[C@@H]12,0.02
O=C(Nc1nc(-c2ccc3c(c2)OCO3)cs1)[C@@H]1CC(=O)N(Cc2ccccc2)C1,0.02
N#Cc1ccnc(N2CCC([NH3+])CC2)c1,0.02
CCOCc1ccccc1NCC(=O)Nc1ccc(F)cc1F,0.02
CC(C)N1CCC([NH+]2CCN(Cc3ccc(C(F)(F)F)cc3)C[C@@H]2CCO)CC1,0.02
CSC[C@](C)(O)CNC(=O)c1cc(C)ccc1-n1ccnc1,0.02
C[C@H](CCc1ccc(O)cc1)NC(=O)C(=O)Nc1ccc(-n2cncn2)cc1,0.02
O=C(N[C@@H]1CC[NH+](Cc2ccccc2)C1)c1cncc(Br)c1,0.02
O=C(Cc1cnc(-n2cccc2)s1)NCCc1ccco1,0.02
COc1ccc(COC(=O)c2ccnc(F)c2)cn1,0.02
O=C1C[C@H](C(=O)Nc2ccc(F)cc2F)[C@@H]2C(=O)N=C(SCc3ccccc3F)N=C2N1,0.02
OCCOCC[NH+]1CC[C@H](Oc2ccncc2)C1,0.02
O=C(N[C@H]1CCCC[C@H]1Cc1ccco1)c1cccs1,0.02
Cc1cc(C(=O)N2C[C@@H](C(=O)[O-])[C@H](C(C)C)C2)cs1,0.02
Cc1ccc2nc(CCl)n([C@H]3CC(=O)N(C)C3=O)c2c1,0.02
Cc1ccc(Cl)cc1N1CCN(S(=O)(=O)c2ccc3c(c2)C[C@H](C)N3C(=O)C2CCC2)CC1,0.02
COc1cc(F)c([N+](=O)[O-])c(N2CCC(C(=O)N[C@H](C)C(C)C)CC2)c1,0.02
COc1ccccc1N1CC[C@H](Nc2ccccc2S(C)(=O)=O)C1,0.02
O=C(C[NH+]1CC=C(c2ccccc2Cl)CC1)NNC(=O)C1CC1,0.02
CC[C@](C)(C#N)NC(=O)c1cc(F)ccc1Br,0.01
C=CCC(CC=C)[C@@]12CC(=O)C[C@@H]1CC1(C2)OCCO1,0.01
CCOc1cc(CNc2cnn(-c3ncccn3)c2)cc(Cl)c1OC,0.01
C[C@@H]1CCC[C@H](C)N1/N=C\c1cc(Br)cc(Br)c1O,0.01
CCC[C@@H]1C[C@@H]1NC(=O)CSc1nnc(-c2cccs2)n1C,0.01
C[C@@H]1C[NH+](C)CCN1Cc1nc2ccccc2o1,0.01
CSCc1ccnc(N(C)Cc2ccc([S@](C)=O)cc2)c1,0.01
C[C@@H]1CC(C(=O)Nc2cccc(OCCF)c2)C[C@@H](C)O1,0.01
COc1ccc(-n2nc(C(=O)N3CCC[C@@H]4CCC[C@H]43)cc2C)cc1,0.01
C[C@@H](NCCc1nccn1Cc1ccccc1)c1ccc2[nH]c(=O)[nH]c2c1,0.01
COCCNS(=O)(=O)[C@H]1CON(C)[C@H]1c1ccc(C)s1,0.01
CC1(C)CC(=O)c2c(-c3cccnc3)n[nH]c2C1,0.01
CC(C)[C@@H](C)CC(=O)NC[C@@H]1CN2CCCC[C@@H]2CO1,0.01
CCOC(=O)N1CCC[C@H](C(=O)N(C)[C@@H]2CCc3ccccc3C2)C1,0.01
FC(F)(F)c1ccc2nnc(-c3cccnc3)n2c1,0.01
Cc1cc(NC(=O)c2cc(=O)c3ccccc3o2)ccc1C(=O)N(C)C,0.01
CCc1cnc(CN(C)C(=O)C2=Cc3ccccc3OC2)s1,0.01
CCOc1ccc(C2=C/C(=C\c3ccc(Cl)cc3)C(=O)O2)cc1,0.01
C[C@@H](CC(=O)NC[C@@H](O)c1ccccc1Cl)NC(=O)C1CCCC1,0.01
CCCc1noc(CS(=O)(=O)[C@H](C)C(=O)Nc2ccccc2F)n1,0.01
Cc1cccc(CN2CCO[C@H](CO)C2)c1,0.01
N#CCc1ccc(NC(=O)C(=O)N2C[C@H]3CCCC[C@@H]3C2)cc1,0.01
CC1=C[C@H](C)C2(COC(CC(C)C)OC2)[C@H](C)C1,0.01
CCCCNC(=O)CN1C(=O)[C@@H]2CCCCN2c2ccc(C(=O)N(C)C)cc21,0.01
CNC(=O)[C@@H](C)NC(=O)C(=O)Nc1ccc(-n2cccn2)c(Cl)c1,0.01
COc1ccc(F)c(NC(=O)CN(C)C(=O)[C@@H](C)n2cccn2)c1,0.01
CSc1cccc(NC(=O)Cn2c(=O)n(CCc3ccccc3)c(=O)c3oc4ccccc4c32)c1,0.01
CC(C)(C)[C@H](NC(=O)[C@@H]1C[C@H]1c1c(F)cccc1F)C(N)=O,0.01
C[C@@H](CNC(=O)OC(C)(C)C)N(C)C(=O)Cn1ccnc1,0.01
CCN1CCO[C@@H]([C@@H](CCc2ccsc2)[NH2+]C)C1,0.01
Cc1csc(SCC2CCN(S(=O)(=O)c3ccc(F)c(Cl)c3)CC2)n1,0.01
NC(=O)C[NH+]1CCCN(C(=O)Cn2c(=O)oc3ccccc32)CC1,0.01
CC(C)C(=O)Oc1ccc2c(c1)ncn2C,0.01
CC[NH2+][C@@H]1[C@H](CN(C)Cc2ccccn2)CCC1(C)C,0.01
CN(C)C(=O)Cc1ccc(NC(=O)c2cc(Br)ccc2Cl)cc1,0.01
Cc1c(C#N)c(NC(=O)c2cccc(Cl)c2)n(Cc2ccccc2)c1C,0.01
Cn1cc(C(=O)NC2CCCCC2)cn1,0.01
CN(CC(C)(C)C[NH3+])C(=O)Cc1ccc(F)c(F)c1,0.01
O[C@@H](C[C@H]1CCOC1)c1ccccc1,0.01
COc1cccc(-c2nnc(NC(=O)c3ccn(C)n3)o2)c1,0.01
CC[C@H](C)CN(CC)S(=O)(=O)c1cc(F)ccc1N,0.01
C[C@H](C[NH+]1CCCCC1)NC(=O)N[C@@H](C)[C@@H]1CCCO1,0.01
CN(Cc1cc(Cl)cn1C)C(=O)NCc1ccnc(OC2CCC2)c1,0.01
Cc1noc(C)c1[C@@H](C)NC(=O)c1nc(-c2ccccc2)cs1,0.01
CC(C)Oc1ccc(C(=O)NC(=S)Nc2ccccc2C(=O)N2CCCCC2)cc1,0.01
O=C(NCc1ccccn1)C(=O)Nc1ccc2cc[nH]c2c1,0.01
O[C@H](c1ccc(Cl)cn1)[C@@H]1CCO[C@]2(CCOC2)C1,0.01
COc1cc(C(=O)N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cc(OC)c1OC,0.01
C[C@H]1CC(=O)c2c(OCc3ccc(C(N)=O)cc3)ccc(F)c21,0.01
Cc1ncsc1CCNC(=O)C[C@H]1COCCN1C(=O)N1CCCC1,0.01
Cc1ccccc1C(=O)N1CCC([C@H](NC(=O)c2cccs2)C(=O)N2CCCCC2)CC1,0.01
N#Cc1ccc(OC[C@H](O)CN2CC[NH+](C[C@@H]3CCCO3)CC2)cc1,0.01
CC[C@](C)([C@@H](NC)c1cccc(F)c1F)[NH+]1CCCCC1,0.01
CCOC(=O)c1cccc(N[C@@H](C)[C@H]2CCCO2)n1,0.01
C=CCNC(=O)c1ncoc1-c1cccc(OC)c1,0.01
CCN(CC)c1ccc(NC(=O)Cc2c(F)cccc2Cl)cc1,0.01
CCCN(C(=O)[C@@H](C)n1cncn1)C1CCC([NH3+])CC1,0.01
O=C(NC[C@@]1(O)CCc2ccccc21)[C@@H]1CC(=O)N(c2ccc(Cl)cc2)C1,0.01
CCn1nc(-c2ccc(C)c(S(=O)(=O)Nc3ccc(C)cc3)c2)c2c(c1=O)CCCC2,0.01
C[NH2+][C@H](C)c1ccc(SCC(C)C)c(F)c1,0.01
CCc1onc(C)c1NC(=O)N1CC[C@H](C)[C@@H](n2cc[nH+]c2)C1,0.01
CCOc1ccc([C@@H]([NH3+])c2n[nH]c(-c3ccco3)n2)cc1OCC,0.01
CN(CC(C)(C)O)C(=O)CCCCO,0.01
Cn1cc[nH+]c1[C@@H](NCC(C)(C)S(C)(=O)=O)c1cccs1,0.01
O=C(N[C@@H]1C=C[C@@H](C(=O)[O-])C1)N[C@H]1CCCc2sccc21,0.01
C#CCN(Cc1ccc(F)cc1)Cc1ccccc1N1CCN(C(C)=O)CC1,0.01
COc1ccc(S(=O)(=O)Nc2cc(C(C)C)c(O)c(S(=O)(=O)c3ccc(Cl)cc3)c2)cc1,0.01
CCOC(=O)N[C@H]1SC(c2ccccc2)=N[C@@]1(O)c1ccccc1,0.01
CCCC1=C(C(=O)OC)[C@@H](c2ccc(C(=O)OC)cc2)NC(=O)N1C,0.01
COc1ccc(Nc2cc(C)ccc2N)cc1,0.01
C[NH2+]Cc1ccc(O[C@@H](C)C(=O)N2CCCCC2)cc1,0.01
CCC[NH+](C[C@@H]1CCCC(C)(C)[C@@H]1[NH2+]C)C(C)C,0.01
O=C(c1cc2ccccc2[nH]1)N1CCC(c2nnc3n2CCCCC3)CC1,0.01
O=c1c(=O)n(-c2cccc(Cl)c2)ccn1Cc1ccc2c(c1)OCO2,0.01
CC[C@@H]1CCCC[NH+]1Cc1c(C(=O)[O-])oc2ccccc12,0.01
CCN1CCO[C@H](C[NH2+][C@@H]2CCC[C@H](C(=O)[O-])C2)C1,0.01
C[C@@H](Nc1ccc(C(=O)N(C)C)nn1)c1ccccc1Cl,0.01
O=C(N1CCC[C@H](COc2ccc(F)cc2)C1)C1(Cn2cccn2)CC1,0.01
COCCC(=O)N(C)[C@H](C)Cc1ccccc1OC,0.01
CC[C@@H]1CN(CC(=O)NCc2ccco2)CCO1,0.01
Cc1cc(C)c([N+](=O)[O-])c(C)c1C(=O)NCCCNC(=O)C1CCC1,0.01
O=C([O-])[C@H]1CS[C@H](c2cc(F)ccc2F)N1,0.01
Cc1ccc(/C=C/C(=O)N=[N+]=[N-])cc1,0.01
CCOC(=O)c1cc(-c2cccc(NC(=O)c3ccccc3)c2)n(-c2cccc(F)c2)n1,0.01
CC[C@H]1CC(=O)N(CCC(=O)Nc2cccc(N)c2)C1,0.01
COc1ccc2nc(-n3nc(C)cc3NC(=O)c3cc(-c4ccco4)on3)sc2c1,0.01
CC(C)(C)C[C@H](NC(=O)C1CCN(S(N)(=O)=O)CC1)c1ccccc1,0.01
CC(C)(CO)NC(=O)Nc1cccc(-c2nnco2)c1,0.01
COc1ccccc1N1CCN([C@@H]2CCC[NH+](C3CCCCCC3)C2)CC1,0.01
CC(=O)Nc1cccc(NC(=O)NCc2ccnc(OC(C)(C)C)c2)c1,0.01
O=C(c1ccc(Br)s1)N(Cc1ccccn1)c1nc2c(F)cccc2s1,0.01
Cc1ccc(OCCN(C)S(=O)(=O)c2ccc3ccccc3c2)cc1,0.01
CCC(=O)Nc1cccc(NC(=O)c2oc3c(c2C)C(=O)CCC3)c1,0.01
Cc1cc(C(=O)[O-])ccc1NS(=O)(=O)c1ccc2c(c1)CCC2,0.01
CC(C)(C)N1C[C@@H](C(=O)Nc2nnc(COc3ccc(Cl)cc3)s2)CC1=O,0.01
N#C/C(C(=O)Nc1ccc(F)cc1)=C1/C(=O)N(Cc2ccccc2Cl)c2ccccc21,0.01
COc1ccc(C[NH+]2CCC3=c4ccccc4=[NH+][C@@H]3C2)cc1O,0.01
CC(C)Oc1ncccc1CNC(=O)NNC(=O)c1ccccc1Cl,0.01
Cc1cnn(CCCCC[NH+](C)C2CCS(=O)CC2)c1,0.01
CC[NH+]1CCN(C(=O)CC2CCN(C(=O)N[C@H]3CCCC[C@@H]3C)CC2)CC1,0.01
COc1ccc(-n2nnc(-c3nc(C)c(C(=O)N4CCN(Cc5ccccc5)CC4)s3)c2C)cc1,0.01
CC[C@H](C#N)[C@]1(O)CCC[C@H](C)CC1,0.01
Clc1ccccc1OCC[NH+]1CCC(OC[C@H]2CCCO2)CC1,0.01
C[C@H](O)Cn1c([C@H]2CCC[NH2+]2)nc2cc(C(F)(F)F)ccc21,0.01
CCN(Cc1ccccn1)C(=O)[C@@H](Cc1cccc(F)c1)n1nnnc1C,0.01
CCOC(=O)[C@H]1Oc2c(c(=O)oc3ccccc23)[C@@H]1c1ccc(O)c(OC)c1,0.01
O=C(c1cccnc1)N1CCc2nc(C3CCN(C(=O)C4CCCCC4)CC3)[nH]c(=O)c2C1,0.01
COCC[NH2+]C[C@H]1CCCO[C@@H]1c1cc(Br)ccc1F,0.01
N#CC1=C(N)Oc2cc3c(cc2[C@H]1c1ccccc1OCc1ccccc1)OCO3,0.01
Cc1cccc(N[C@@]2(C[NH3+])CCCCC2(C)C)c1,0.01
O=C(CCC(=O)N1CCC[C@@H]1c1nc2ccccc2s1)c1ccc2c(c1)OCCCO2,0.01
C[C@H](NC(=O)C(=O)Nc1ccccc1)c1ccc(S(C)(=O)=O)cc1,0.01
Cc1cc(OC[C@@H](O)CN2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)ccc1Cl,0.01
CCC[NH2+][C@@H](C=C(C)C)c1ccn(C)n1,0.01
CCO[C@]1(C[NH3+])CS[C@H](C)C1,0.01
COc1ncccc1CNC(=O)N(C)C[C@@H](C)O,0.01
CCCCNC(=O)[C@H]1CC[C@H](C)[NH+](Cc2ccc([S@](C)=O)cc2)C1,0.01
COC(=O)c1cc(C[NH+](C)CC(=O)Nc2ccc(C)cn2)c[nH]1,0.01
O[C@H](Cn1cccn1)C[NH+]1CCCCC[C@@H]1/C=C/c1ccccc1,0.01
Cc1cc(C)n2nc(C(=O)N(CCC#N)CC(F)(F)F)nc2n1,0.01
CC1(C)C(=O)N(CCCc2nc(CCl)cs2)S1(=O)=O,0.01
Cc1nn(-c2ccccc2)c2sc(C(=O)NCC(N)=O)cc12,0.01
CCC1CCC(NC(=O)[C@@H](NC(C)=O)C2CCCC2)CC1,0.01
O=C(NCc1ccncc1)c1cc(Br)ccc1-n1cnnn1,0.01
CCCNC(=O)C[C@H](C[NH3+])[NH+]1CC[C@H](C)C[C@@H]1C,0.01
C=CCc1ccccc1OS(=O)(=O)c1ccccc1OC,0.01
Cc1nnc(SCC(=O)N(C2CCCCC2)[C@@H]2CCS(=O)(=O)C2)n1N,0.01
O=C([O-])[C@@H]1CCCC[C@H]1C(=O)Nc1ccccc1C(=O)N1CCOCC1,0.01
CCOc1cccc(NC(=O)N[C@@H]2CC[C@H]([NH+](C)C)C2)c1,0.01
COc1ccc([C@H]2SCCN2S(=O)(=O)c2cc(OC)c(C)cc2C)cc1,0.01
O=C(NN1C(=O)N(c2ccc(Cl)cc2)C(=O)C[C@@H]1C(=O)Nc1ccc(F)cc1)c1ccccc1,0.01
Cc1ccc(NC(=O)Cn2c(CCC(=O)[O-])ccc2-c2ccccc2)cc1,0.01
O=C(Cc1ccc(F)cc1F)NCc1cc(Cl)c2c(c1)OCCO2,0.01
COCc1ccc(C[NH+]2CC[C@@H](NC(=O)Nc3ccc(F)cc3)C2)o1,0.01
Cc1cc(CNC(=O)CCc2nc3ccccc3[nH]2)ccc1F,0.01
Cc1cc(NC(=O)N(C)[C@H](C)c2ccccc2F)n(Cc2ccccc2)n1,0.01
CCOc1ccccc1[C@H]1c2[nH]c3ccccc3c2C[C@H]2C(=O)N(Cc3cccc(Cl)c3)CC(=O)N12,0.01
C[C@@H](C(=O)NCCc1ccc2c(c1)OCCO2)[NH+](C)Cc1ncnn1C,0.01
CS(=O)(=O)c1ccc(Cl)c(NC(=O)c2ccccc2NC(=O)c2ccccc2)c1,0.01
